source_id,status,producer,product,reference_vintage,effective_vintage,coverage,url,sha256,license_access,crs,notes
census_1990_2000_block_relationship_pa,confirmed,U.S. Census Bureau,1990 to 2000 Census tabulation block relationship files,1990/2000,comparability support product,Pennsylvania counties,https://www2.census.gov/geo/relfiles/t9t2/st42_pennsylvania/,2844c2604b2676068e858a0b234aa74f94ce25a3b7d3fab04715a7170676328f,Public federal data,none,POC013 freezes 67 files and 394566 published block-pair rows; files contain part flags but no area or population weights
census_1990_pa_stf1b_header,confirmed,U.S. Census Bureau,1990 Census STF 1B Pennsylvania geographic-header archive,1990-04-01,1990-04-01,Pennsylvania,https://www2.census.gov/census_1990/STF1B_ASCII/STF1B-PAh.zip,9821d1a7d10d2065661d7174695e10d5b3624651c2b7dbcf8b8ab3d4accfd6d4,Public federal data; cite Census Bureau,none,Published in 1991 exact Pennsylvania day unresolved; POC013 parses 310668 block POP100 rows totaling 11881643
census_2000_tiger_pa_counties,confirmed,U.S. Census Bureau,Census 2000 TIGER Line county archives carrying 1990 and 2000 block codes,1990/2000,Census 2000 topology,Pennsylvania counties,https://www2.census.gov/geo/tiger/tiger2k/pa/,559b219b8700c4b95d84fd64531463b798ec4d43945190ca44b3128b77ce2666,Public federal data,EPSG:4269,POC013 freezes 67 archives and reconstructs 480773 faces; logical collection checksum covers sorted per-file hashes
acs5_api,confirmed,U.S. Census Bureau,American Community Survey five-year detailed tables,2005-2009 through 2020-2024,varies,Pennsylvania,https://www.census.gov/data/developers/data-sets/acs-5year.html,,Public federal data and API metadata,census_block_group,POC014 inventories 16 products and 32 metadata checksums; B01003_001E estimate and B01003_001M MOE; 2009-2012 use Summary Files because API geography manifests omit block groups; data API currently requires a runtime key
acs5_2015_pa_summary_geography,confirmed,U.S. Census Bureau,2011-2015 ACS five-year Pennsylvania Summary File geography,2011-2015,2015 ACS block-group geography,Pennsylvania,https://www2.census.gov/programs-surveys/acs/summary_file/2015/data/5_year_seq_by_state/Pennsylvania/Tracts_Block_Groups_Only/g20155pa.csv,74bcf0e2ae5c2591aaf82470c6b71e45618877e19db005f3053a714cba8e5748,Public federal data; cite Census Bureau,none,Released 2016-12-08; POC015 parses 9740 summary-level 150 block groups and joins by LOGRECNO
acs5_2015_pa_b01003_sequence,confirmed,U.S. Census Bureau,2011-2015 ACS five-year Pennsylvania Summary File sequence 0003,2011-2015,2015 ACS block-group geography,Pennsylvania,https://www2.census.gov/programs-surveys/acs/summary_file/2015/data/5_year_seq_by_state/Pennsylvania/Tracts_Block_Groups_Only/20155pa0003000.zip,fb438d716f48b89fa2721ea60a74c2cea1d11ca9b33c99d0cde2500770e18334,Public federal data; cite Census Bureau,none,Released 2016-12-08; B01003_001E totals 12779559 and all B01003_001M values are present
census_2015_pa_block_groups,confirmed,U.S. Census Bureau,2015 TIGER Line Pennsylvania block groups,2015,January 1 2015 boundaries,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2015/BG/tl_2015_42_bg.zip,c0196af49134903a652ded0b050045654a3cbdb8d4f4e4811180ac964e36af3a,Public federal data; acknowledge Census Bureau,EPSG:4269,POC015 confirms 9740 valid unique geometries and exact Summary File identifier coverage
pa_2026_general_precincts,research,tbd,November 3 2026 Pennsylvania general-election precinct snapshot,tbd,2026-11-03,Pennsylvania,tbd,,tbd,tbd,Deferred actual-vintage fidelity source under PD014; do not substitute for the fixed POC target
pa_historical_general_precincts,research,tbd,Even-year Pennsylvania general-election precinct snapshots,1990-2024,varies,Pennsylvania,tbd,,varies,varies,Deferred actual-vintage fidelity source under PD014; PASDA coverage is partial
phila_city_political_divisions_2026_08_07,confirmed,"City of Philadelphia, Philadelphia City Planning Commission",Political Divisions hosted feature layer snapshot,not published,not published; as-of 2026-08-07,Philadelphia County,https://services.arcgis.com/fLeGjb7u4uXqeF9q/ArcGIS/rest/services/Political_Divisions/FeatureServer/0/query,1b847f76069e6dd8c0185e59c20e337fa4261aea7739694f24dffc80fcf442a6,Public use under City terms; as-is and self-reported boundary disclaimers,EPSG:3857,1703 divisions and 66 wards; current candidate only because election-effective date is not published; one short_div_num anomaly recorded
census_2020_pa_vtd,confirmed,U.S. Census Bureau,2020 PL 94-171 TIGER/Line Pennsylvania voting districts,2020,2020,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2020PL/STATE/42_PENNSYLVANIA/42/tl_2020_42_vtd20.zip,a2568ba2a1143341031d11482fd179be838f91dbdf0425ed024a378f8cc5ed79,Public federal data; acknowledge Census Bureau,EPSG:4269,9178 unique VTD rows across 67 counties verified 2026-08-07; historical benchmark only and not a 2026 target
pa_dep_emappa_voting_districts,rejected,Pennsylvania Department of Environmental Protection,eMapPA External Voting Districts feature layer,not published,not published; metadata creation date 2024-04-24,Pennsylvania,https://gis.dep.pa.gov/depgisprd/rest/services/emappa/eMapPA_External/FeatureServer/336,,Public ArcGIS feature service; redistribution terms not established,EPSG:3857,Rejected as a 2026 target: no election-effective date or lineage; 9530 parts form 9406 unique county/VTD keys and match 2010 identifiers materially more closely than 2020 identifiers
delaware_2026_precinct_consolidation_resolution,candidate,Delaware County Board of Elections and Delaware County GIS,2026 Precinct Consolidation Overview and Maps,2026 primary and later,2026-05-19,Delaware County,https://www.delcopa.gov/sites/default/files/2026-02/2026-Precinct-Consolidation-Overview-and-Maps-2-19-2026.pdf,6afa431e13bb9f63bf2c3961a85712fce5ca2cf035df98d231e5cdd703264a2b,Public official county PDF; redistribution terms not stated,not published (PDF maps),46-page resolution packet frozen 2026-08-07; enacted 45 net consolidations from 428 to 383 precincts and supplies official map evidence
delaware_2026_precinct_list,candidate,Delaware County Elections Department,2026 List of Delaware County Precincts after consolidations,2026 primary and later,2026-05-19,Delaware County,https://www.delcopa.gov/sites/default/files/2026-01/2026-List-of-Delaware-County-Precincts-after-consolidations.pdf,1af9c3662435e57d212d14489eab69e19ffcfce21a0ce54e534645eacf5533f6,Public official county PDF; redistribution terms not stated,none,12-page table frozen 2026-08-30; 383 active and 45 eliminated rows with complete House Senate and congressional assignments
pasda_county_precinct_candidates_2026_08_29,candidate,Pennsylvania Spatial Data Access and twelve county producers,County-origin public precinct and voting polygon candidate collection,varies,not established,12 Pennsylvania counties,https://www.pasda.psu.edu/uci/SearchResults.aspx?Keyword=precinct,727cc096db06c40957c679d2ce9ecd7a1931e3492e814430f037ac80cb4247e1,Public PASDA services; per-layer access terms retained,EPSG:4269,Logical collection SHA over 12 ordered GeoJSON snapshots and 12 exact layer metadata files; POC008 audit retains individual URLs checksums schemas vintages and dispositions; only 11 are registered candidates because Delaware conflicts with the official 383 target
pa_senate_1981_plan,confirmed,Pennsylvania Legislative Reapportionment Commission,1981 State Senate district plan,1981,used for 1990 election,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/1981/SHAPE/1981SenateDistrictShapeFile.zip,f12d88b92ad5c63ee00038ca92d294df1d1e9eee6091bcc0889384148b6f0388,Public official download; redistribution terms not stated,EPSG:4269,POC022 source and overlay gates passed
pa_senate_1991_final,confirmed,Pennsylvania Legislative Reapportionment Commission,1991 Final State Senate district plan,1991,used for 1992-2000 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/1991/SHAPE/PA-Senate-Districts-1991.zip,f7dd6a06d3ce24aafa5addce2fddc9772664fa6358cd6f85cc6e00afc9a87e6f,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed after recorded make_valid repair of District 48
pa_senate_2001_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2001 Final State Senate district plan,2001,used for 2002-2012 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2001/SHAPE/PA-Senate-Districts-2001.zip,01319695d77d9ad1d787549332e8d3f236cae9510411a9cc7d9e538c500b17d4,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed; prior plan remained in force for 2012
pa_senate_2012_revised_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2012 Revised Final State Senate district plan,2012,used for 2014-2020 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/senate/2011-Revised-final/SHAPE/FinalSenatePlan2012.zip,801da910909aea05be2201b755fcaa0fd3f890d9b438ace641250f4037105b04,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed with explicit District 1/8 overlap normalization confirmed by official KML and legal description
pa_senate_2021_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2021 Final State Senate district plan,2021,used for 2022-2026 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2021-Final/SHAPE/2022%20LRC-Senate-Final.zip,4dcfd5f111ddf7de58484585205ecc5b01631e4a1b20c0745889f741ec137e14,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed; all 9178 fixed precincts map wholly to one district
pa_lrc_2021_final_senate_block_equivalency,confirmed,Pennsylvania Legislative Reapportionment Commission,2021 Final State Senate block equivalency file,2021,used for 2022-2026 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2021-Final/CSV/2022%20LRC%20Senate%20Final.csv,ff7a79d2da3df2094bebe9ab0f19d91bc2bfec8537f8d07a034b6b0d1b3dfbef,Public official download; redistribution terms not stated,none,POC010 exact independent route; 337039 unique corrected fragment IDs and all 50 districts
pa_senate_2012_revised_final_kml,confirmed,Pennsylvania Legislative Reapportionment Commission,2012 Revised Final State Senate district plan KML,2012,used for 2014-2020 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/senate/2011-Revised-final/KML/FinalSenatePlan2012.kml.zip,a74c005840f2a059841039be1e33a01391258730fd5006e30c26799a6129af51,Public official download; redistribution terms not stated,EPSG:4326,Supporting POC022 cross-check independently reproduces the official District 1/8 overlap
acs5_2009_2024_pa_b01003_collection,confirmed,U.S. Census Bureau,Pennsylvania ACS five-year B01003 Summary File inputs for estimate years 2009-2024,2005-01-01 through 2024-12-31,official releases 2010-12-14 through 2026-01-29,Pennsylvania block groups,https://www2.census.gov/programs-surveys/acs/summary_file/,3d29e40ab72c3f713e07377aefe28918761f1d917392483f6519e84d3924f19b,Public federal data; cite U.S. Census Bureau,none,Logical collection SHA over 40 exact geography sequence lookup sequence archive and table-based B01003 files; POC016 input manifest retains each file checksum and URL
census_2009_pa_block_groups,confirmed,U.S. Census Bureau,2009 TIGER/Line Pennsylvania Census 2000 block groups,2009,Census 2000 block groups as used by the 2005-2009 ACS,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2009/42_PENNSYLVANIA/tl_2009_42_bg00.zip,f53ad3e27607184ebf16d07e9c0a071a61c0a5b22572eacc1dc5d355b6ac9bd0,Public federal data; acknowledge U.S. Census Bureau,EPSG:4269,10387 polygons exactly match the 2009 ACS block-group universe
census_2010_pa_block_groups,confirmed,U.S. Census Bureau,2010 TIGER/Line Pennsylvania Census block groups,2010,2010 Census block groups,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_42_bg10.zip,455b8a48ce94a058f0415ebdd3836ff9015daad4cb10cf321177bd384675c5bb,Public federal data; acknowledge U.S. Census Bureau,EPSG:4269,9740 polygons support the 2010-geography ACS simple and zero-population fallback routes
census_2020_pa_block_groups,confirmed,U.S. Census Bureau,2020 TIGER/Line Pennsylvania Census block groups,2020,2020 Census block groups,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2020/BG/tl_2020_42_bg.zip,787b7bde025444c24bf01de3df4e513c4b5941f26b7180052e6ce48b12335cf3,Public federal data; acknowledge U.S. Census Bureau,EPSG:4269,10173 polygons support the 2020-geography ACS zero-2010-population fallback route
