source_id,status,producer,product,reference_vintage,effective_vintage,coverage,url,sha256,license_access,crs,notes
pa_2026_general_precincts,research,tbd,November 3 2026 Pennsylvania general-election precinct snapshot,tbd,2026-11-03,Pennsylvania,tbd,,tbd,tbd,Deferred actual-vintage fidelity source under PD014; do not substitute for the fixed POC target
pa_historical_general_precincts,research,tbd,Even-year Pennsylvania general-election precinct snapshots,1990-2024,varies,Pennsylvania,tbd,,varies,varies,Deferred actual-vintage fidelity source under PD014; PASDA coverage is partial
phila_city_political_divisions_2026_08_07,confirmed,"City of Philadelphia, Philadelphia City Planning Commission",Political Divisions hosted feature layer snapshot,not published,not published; as-of 2026-08-07,Philadelphia County,https://services.arcgis.com/fLeGjb7u4uXqeF9q/ArcGIS/rest/services/Political_Divisions/FeatureServer/0/query,1b847f76069e6dd8c0185e59c20e337fa4261aea7739694f24dffc80fcf442a6,Public use under City terms; as-is and self-reported boundary disclaimers,EPSG:3857,1703 divisions and 66 wards; current candidate only because election-effective date is not published; one short_div_num anomaly recorded
census_2020_pa_vtd,confirmed,U.S. Census Bureau,2020 PL 94-171 TIGER/Line Pennsylvania voting districts,2020,2020,Pennsylvania,https://www2.census.gov/geo/tiger/TIGER2020PL/STATE/42_PENNSYLVANIA/42/tl_2020_42_vtd20.zip,a2568ba2a1143341031d11482fd179be838f91dbdf0425ed024a378f8cc5ed79,Public federal data; acknowledge Census Bureau,EPSG:4269,9178 unique VTD rows across 67 counties verified 2026-08-07; historical benchmark only and not a 2026 target
pa_dep_emappa_voting_districts,rejected,Pennsylvania Department of Environmental Protection,eMapPA External Voting Districts feature layer,not published,not published; metadata creation date 2024-04-24,Pennsylvania,https://gis.dep.pa.gov/depgisprd/rest/services/emappa/eMapPA_External/FeatureServer/336,,Public ArcGIS feature service; redistribution terms not established,EPSG:3857,Rejected as a 2026 target: no election-effective date or lineage; 9530 parts form 9406 unique county/VTD keys and match 2010 identifiers materially more closely than 2020 identifiers
delaware_2026_precinct_consolidation_resolution,candidate,Delaware County Board of Elections and Delaware County GIS,2026 Precinct Consolidation Overview and Maps,2026 primary and later,2026-05-19,Delaware County,https://www.delcopa.gov/sites/default/files/2026-02/2026-Precinct-Consolidation-Overview-and-Maps-2-19-2026.pdf,6afa431e13bb9f63bf2c3961a85712fce5ca2cf035df98d231e5cdd703264a2b,Public official county PDF; redistribution terms not stated,not published (PDF maps),46-page resolution packet frozen 2026-08-07; enacted 45 net consolidations from 428 to 383 precincts; complete machine-readable geometry and legislative assignments unresolved
pa_senate_1981_plan,confirmed,Pennsylvania Legislative Reapportionment Commission,1981 State Senate district plan,1981,used for 1990 election,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/1981/SHAPE/1981SenateDistrictShapeFile.zip,f12d88b92ad5c63ee00038ca92d294df1d1e9eee6091bcc0889384148b6f0388,Public official download; redistribution terms not stated,EPSG:4269,POC022 source and overlay gates passed
pa_senate_1991_final,confirmed,Pennsylvania Legislative Reapportionment Commission,1991 Final State Senate district plan,1991,used for 1992-2000 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/1991/SHAPE/PA-Senate-Districts-1991.zip,f7dd6a06d3ce24aafa5addce2fddc9772664fa6358cd6f85cc6e00afc9a87e6f,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed after recorded make_valid repair of District 48
pa_senate_2001_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2001 Final State Senate district plan,2001,used for 2002-2012 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2001/SHAPE/PA-Senate-Districts-2001.zip,01319695d77d9ad1d787549332e8d3f236cae9510411a9cc7d9e538c500b17d4,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed; prior plan remained in force for 2012
pa_senate_2012_revised_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2012 Revised Final State Senate district plan,2012,used for 2014-2020 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/senate/2011-Revised-final/SHAPE/FinalSenatePlan2012.zip,801da910909aea05be2201b755fcaa0fd3f890d9b438ace641250f4037105b04,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed with explicit District 1/8 overlap normalization confirmed by official KML and legal description
pa_senate_2021_final,confirmed,Pennsylvania Legislative Reapportionment Commission,2021 Final State Senate district plan,2021,used for 2022-2026 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2021-Final/SHAPE/2022%20LRC-Senate-Final.zip,4dcfd5f111ddf7de58484585205ecc5b01631e4a1b20c0745889f741ec137e14,Public official download; redistribution terms not stated,EPSG:4269,POC022 passed; all 9178 fixed precincts map wholly to one district
pa_lrc_2021_final_senate_block_equivalency,confirmed,Pennsylvania Legislative Reapportionment Commission,2021 Final State Senate block equivalency file,2021,used for 2022-2026 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/Senate/2021-Final/CSV/2022%20LRC%20Senate%20Final.csv,ff7a79d2da3df2094bebe9ab0f19d91bc2bfec8537f8d07a034b6b0d1b3dfbef,Public official download; redistribution terms not stated,none,POC010 exact independent route; 337039 unique corrected fragment IDs and all 50 districts
pa_senate_2012_revised_final_kml,confirmed,Pennsylvania Legislative Reapportionment Commission,2012 Revised Final State Senate district plan KML,2012,used for 2014-2020 elections,Pennsylvania,https://www.redistricting.state.pa.us/Resources/GISData/Districts/Legislative/senate/2011-Revised-final/KML/FinalSenatePlan2012.kml.zip,a74c005840f2a059841039be1e33a01391258730fd5006e30c26799a6129af51,Public official download; redistribution terms not stated,EPSG:4326,Supporting POC022 cross-check independently reproduces the official District 1/8 overlap
